employee_id,age,attrition,businesstravel,$_dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,$_hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,$_monthlyincome,$_monthlyrate,numcompaniesworked,overtime,%_percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,$_salary,remotework
946,30,No,travel_rarely,290.04,,18,3,,4,male,36.25,1,1, laboratory technician ,3,married,2342.59,6090.75,3,no,21,,3,part time,2,7.0,2,3.0,2,,0,2,1993,28111.13,yes
947,34,No,non_travel,670.63,,8,2,,3,female,,3,2, sales executive ,1,,5416.67,14083.33,5,no,17,3.0,2,,1,,1,3.0,3,,1,2,1989,,yes
948,52,No,travel_rarely,324.9, research & development ,25,4,life sciences,25,female,40.61,3,2, laboratory technician ,3,,2624.17,6822.83,8,,20,4.0,2,part time,1,9.0,3,3.0,5,,1,4,1971,31490.0,yes
949,33,Yes,travel_rarely,549.3,,16,3,marketing,1,female,,3,2, sales executive ,1,single,4436.67,11535.33,5,,15,3.0,3,part time,0,,3,3.0,3,,0,2,1990,53240.0,no
950,35,No,travel_rarely,290.04, research & development ,20,4,,20,female,36.25,4,1, research scientist ,3,single,,6090.75,3,no,13,3.0,3,part time,0,7.0,0,3.0,2,,2,2,1988,28111.13,no
951,28,Yes,non_travel,452.11,,2,4,,3,male,,3,1, research scientist ,3,single,3651.67,9494.33,6,no,17,3.0,4,full time,0,5.0,3,2.0,2,,2,1,1995,43820.0,yes
952,36,No,travel_rarely,290.04,,13,3,human resources,3,male,36.25,3,1, human resources ,2,married,2342.59,6090.75,4,,13,3.0,2,part time,1,,2,3.0,5,,0,4,1987,28111.13,yes
953,34,No,travel_frequently,263.4, research & development ,16,4,,3,female,32.93,2,1, research scientist ,4,single,2127.5,5531.5,1,no,16,3.0,3,part time,0,6.0,3,3.0,5,,1,3,1989,25530.0,yes
954,34,No,non_travel,290.04,,3,2,,3,male,,3,1, human resources ,4,,2342.59,6090.75,0,,19,3.0,3,,1,4.0,1,1.0,3,,0,2,1989,,no
955,44,No,travel_rarely,612.13,,4,3,,4,male,76.52,3,2, healthcare representative ,2,single,4944.17,12854.83,9,,12,3.0,4,full time,0,10.0,2,2.0,5,,2,3,1979,59330.0,yes
956,32,No,non_travel,454.28,,13,4,life sciences,2,male,,3,2, sales executive ,4,divorced,,9539.83,2,,11,3.0,3,part time,1,8.0,3,2.0,5,,0,3,1991,44030.0,yes
957,53,No,non_travel,1128.11,,7,2,,1,female,141.01,2,3, sales executive ,4,married,9111.67,23690.33,7,yes,18,3.0,4,full time,1,35.0,3,3.0,5,,0,4,1970,109340.0,no
958,22,No,non_travel,556.26,,1,2,life sciences,4,male,,2,2, manufacturing director ,4,,4492.84,11681.39,6,,22,4.0,1,part time,2,4.0,2,1.0,2,,2,2,2001,53914.11,no
959,44,No,travel_rarely,290.04,,8,4,life sciences,1,male,,4,1, laboratory technician ,4,,2342.59,6090.75,2,yes,24,4.0,3,part time,1,10.0,2,2.0,3,,0,2,1979,28111.13,no
960,35,Yes,travel_frequently,208.62,,25,4,life sciences,4,female,,3,1, research scientist ,2,divorced,1685.0,4381.0,1,,19,3.0,1,part time,1,10.0,3,2.0,10,,7,8,1988,20220.0,yes
961,25,No,non_travel,439.11,,4,1,,3,male,,2,2, sales executive ,1,,3546.67,9221.33,1,no,12,3.0,1,part time,0,5.0,1,4.0,5,,0,3,1998,42560.0,no
962,49,No,travel_rarely,369.37,,1,3,technical degree,3,female,,3,1, research scientist ,1,,2983.33,7756.67,2,no,16,3.0,2,,1,7.0,2,3.0,4,,0,2,1974,,no
963,24,No,non_travel,290.04,,19,1,life sciences,1,male,,2,1, laboratory technician ,4,,2342.59,6090.75,0,,17,3.0,4,part time,0,,2,2.0,5,,3,4,1999,28111.13,no
964,38,No,travel_rarely,299.1, sales ,9,3,marketing,2,male,,2,1, sales representative ,2,,2415.83,6281.17,0,,19,3.0,4,full time,1,3.0,3,3.0,2,,1,2,1985,28990.0,yes
965,29,Yes,travel_rarely,290.04,,1,3,medical,2,female,36.25,2,1, sales representative ,3,,2342.59,6090.75,6,yes,19,3.0,3,part time,3,5.0,3,3.0,3,,0,2,1994,28111.13,no
966,43,No,travel_frequently,573.86,,1,3,life sciences,4,female,,3,2, healthcare representative ,4,married,4635.0,12051.0,4,,13,3.0,2,,1,12.0,2,2.0,5,,2,2,1980,,yes
967,28,No,travel_rarely,556.26,,5,4,medical,1,male,,3,2, sales executive ,4,single,,11681.39,1,,14,3.0,2,part time,0,4.0,3,3.0,4,,0,2,1995,53914.11,no
968,20,Yes,travel_rarely,290.04,,2,3,,3,female,36.25,2,1, sales representative ,3,single,2342.59,6090.75,1,,13,3.0,4,part time,0,2.0,3,2.0,2,,0,2,2003,28111.13,yes
969,47,No,non_travel,290.04,,2,4,life sciences,4,female,,2,1, sales representative ,4,single,2342.59,6090.75,1,yes,18,3.0,1,,0,3.0,3,2.0,3,,1,2,1976,,yes
970,22,Yes,travel_rarely,556.26,,3,1,life sciences,2,female,,3,2, manufacturing director ,3,married,4492.84,11681.39,0,yes,19,3.0,1,part time,1,4.0,3,4.0,3,,0,2,2001,53914.11,yes
971,28,No,non_travel,245.25,,9,3,medical,3,female,,3,1, research scientist ,3,divorced,1980.83,5150.17,5,no,18,3.0,2,part time,1,6.0,2,3.0,2,,2,2,1995,23770.0,yes
972,39,Yes,non_travel,248.03, research & development ,6,3,medical,4,male,,3,1, laboratory technician ,1,married,,5208.67,7,,21,4.0,4,part time,0,,2,1.0,2,,2,2,1984,24040.0,yes
973,33,No,travel_rarely,288.79, research & development ,1,4,,3,male,36.1,2,1, research scientist ,1,single,2332.5,6064.5,3,,11,3.0,2,part time,0,,1,3.0,3,,0,2,1990,27990.0,no
974,36,No,travel_rarely,290.04, research & development ,7,4,other,2,male,36.25,3,1, research scientist ,4,single,2342.59,6090.75,2,,18,3.0,3,part time,0,8.0,6,3.0,6,,0,1,1987,28111.13,yes
975,35,No,travel_rarely,556.26,,48,3,,3,female,,3,2, sales executive ,3,,4492.84,11681.39,1,,16,3.0,2,,0,5.0,3,3.0,5,,1,0,1988,,yes
976,31,Yes,non_travel,290.04,,9,2,medical,3,male,,2,1, research scientist ,1,single,,6090.75,0,yes,22,4.0,1,part time,0,4.0,0,3.0,3,,1,2,1992,28111.13,no
977,33,No,travel_rarely,356.16,,13,1,life sciences,2,female,44.52,3,1, research scientist ,4,single,2876.67,7479.33,3,,18,3.0,1,full time,0,5.0,4,3.0,3,,0,2,1990,34520.0,no
978,27,No,non_travel,290.02,,24,4,,24,female,,3,1, laboratory technician ,2,married,2342.5,6090.5,9,no,14,3.0,2,part time,1,4.0,2,3.0,2,,2,2,1996,28110.0,no
979,30,Yes,travel_rarely,290.04,,22,3,,1,female,36.25,3,1, research scientist ,3,married,,6090.75,4,,11,3.0,2,part time,0,,2,,5,,0,1,1993,28111.13,yes
980,24,No,non_travel,451.6,,17,1,medical,4,female,,2,2, manufacturing director ,3,divorced,3647.5,9483.5,1,no,15,3.0,2,part time,2,5.0,6,3.0,4,,3,2,1999,43770.0,no
981,35,Yes,travel_rarely,290.04, research & development ,14,4,other,3,male,,2,1, laboratory technician ,2,divorced,2342.59,6090.75,1,yes,24,4.0,4,part time,1,5.0,2,1.0,4,,0,2,1988,28111.13,no
982,30,Yes,non_travel,290.04,,5,3,,2,female,,3,1, laboratory technician ,2,,2342.59,6090.75,0,,17,3.0,1,part time,0,4.0,3,3.0,3,,1,2,1993,28111.13,yes
983,48,No,travel_rarely,437.46, research & development ,6,3,,1,male,,2,2, healthcare representative ,3,,3533.33,9186.67,2,no,13,3.0,4,,0,19.0,0,3.0,2,,2,2,1975,,yes
984,41,No,travel_rarely,556.26,,7,2,medical,4,female,,3,2, manufacturing director ,3,,4492.84,11681.39,6,,14,3.0,2,,0,8.0,6,3.0,2,,2,1,1982,,no
985,27,No,non_travel,436.12, research & development ,2,4,,1,female,,3,2, manufacturing director ,4,,3522.5,9158.5,0,,18,3.0,2,part time,1,,2,,3,,2,2,1996,42270.0,yes
986,35,No,travel_rarely,404.13, research & development ,10,3,other,2,male,,3,1, laboratory technician ,4,,3264.17,8486.83,1,no,20,4.0,1,full time,1,3.0,4,2.0,3,,1,2,1988,39170.0,no
987,26,Yes,non_travel,512.67,,29,2,medical,2,male,,1,2, sales executive ,1,single,,10766.17,8,no,18,3.0,4,part time,0,,6,3.0,2,,2,2,1997,49690.0,yes
988,33,No,non_travel,290.04, sales ,8,1,life sciences,2,female,,2,1, sales representative ,4,,,6090.75,0,,19,3.0,4,part time,0,,2,2.0,2,,2,2,1990,28111.13,no
989,26,Yes,non_travel,210.68,,2,3,life sciences,1,male,,3,1, research scientist ,1,married,1701.67,4424.33,6,,14,3.0,2,part time,1,6.0,2,3.0,3,,1,2,1997,20420.0,yes
990,38,No,travel_frequently,291.06,,3,4,,3,male,,3,1, research scientist ,3,,2350.83,6112.17,3,no,16,3.0,1,,1,8.0,2,3.0,2,,2,2,1985,,no
991,46,No,non_travel,1973.98,,47,4,medical,47,male,,3,5, research director ,4,,,41453.67,9,no,17,3.0,4,full time,2,23.0,0,3.0,2,,2,2,1977,191324.62,yes
992,20,Yes,non_travel,290.04,,9,3,marketing,4,female,,3,1, sales representative ,4,single,2342.59,6090.75,1,yes,14,3.0,2,part time,0,2.0,3,3.0,2,,0,2,2003,28111.13,yes
993,30,No,non_travel,1027.31,,20,3,other,20,male,,3,2, manufacturing director ,1,married,8297.5,21573.5,0,,15,3.0,3,,1,7.0,1,2.0,6,,0,2,1993,,no
994,27,No,non_travel,290.04,,8,5,,1,male,,1,1, laboratory technician ,3,married,2342.59,6090.75,1,,19,3.0,4,part time,3,3.0,4,,3,,1,2,1996,28111.13,no
995,55,No,non_travel,1032.49,,2,1,,4,male,,3,3, manufacturing director ,2,married,,21682.23,3,no,18,3.0,2,part time,1,23.0,4,3.0,3,,1,2,1968,100071.84,yes
996,33,No,travel_rarely,1032.49,,5,3,life sciences,4,male,,2,3, healthcare representative ,4,,8339.32,21682.23,4,no,15,3.0,3,,1,,2,3.0,3,,1,2,1990,100071.84,yes
997,28,No,non_travel,227.71,,15,2,life sciences,1,male,,3,1, laboratory technician ,3,,1839.17,4781.83,1,no,16,3.0,4,,1,4.0,5,2.0,4,,2,2,1995,22070.0,yes
998,34,No,non_travel,800.22,,3,1,life sciences,1,male,,3,2, healthcare representative ,4,,6463.33,16804.67,0,no,17,3.0,3,,0,,1,2.0,6,,0,4,1989,,yes
999,33,Yes,non_travel,290.04,,25,3,medical,1,male,,2,1, research scientist ,2,single,2342.59,6090.75,4,yes,20,4.0,2,part time,0,5.0,0,3.0,2,,2,2,1990,28111.13,no
1000,33,No,non_travel,556.26,,7,3,life sciences,4,female,,3,2, sales executive ,2,married,4492.84,11681.39,0,no,17,3.0,3,part time,1,4.0,3,3.0,3,,0,2,1990,53914.11,no
1001,21,No,non_travel,213.57,,1,1,,4,female,,2,1, research scientist ,2,single,,4485.0,1,yes,11,3.0,3,part time,0,2.0,6,4.0,2,,2,2,2002,20700.0,yes
1002,31,No,travel_frequently,287.96,,20,3,,3,male,,4,1, sales representative ,4,married,,6047.17,0,no,12,,1,,1,3.0,4,3.0,2,,2,2,1992,27910.0,yes
1003,35,No,non_travel,556.26,,11,2,marketing,4,male,,3,2, sales executive ,4,divorced,4492.84,11681.39,1,,11,3.0,4,,1,5.0,3,3.0,5,,0,2,1988,,yes
1004,34,No,non_travel,556.26,,2,2,,4,male,,3,2, manufacturing director ,3,single,4492.84,11681.39,2,no,11,3.0,4,,0,,3,,3,,0,2,1989,,yes
1005,33,Yes,non_travel,848.51,,9,4,,1,female,106.06,3,2, sales executive ,1,single,,17818.67,0,,17,3.0,1,full time,0,6.0,3,3.0,5,,0,3,1990,82240.0,no
1006,31,Yes,non_travel,269.29, research & development ,15,3,medical,3,male,,3,1, laboratory technician ,3,,,5655.0,1,no,12,3.0,3,part time,1,,5,2.0,2,,2,2,1992,26100.0,yes
1007,37,No,travel_rarely,591.29,,25,2,,3,female,73.91,2,2, healthcare representative ,4,,4775.83,12417.17,7,no,13,3.0,3,full time,2,9.0,2,3.0,6,,1,3,1986,57310.0,yes
1008,27,No,travel_rarely,261.96,,6,3,,4,male,32.75,2,1, research scientist ,3,married,,5501.17,1,no,13,,3,part time,1,4.0,0,3.0,4,2.0,2,2,1996,25390.0,yes
1009,35,No,travel_frequently,245.14,,4,4,other,4,male,30.64,2,1, laboratory technician ,4,married,,5148.0,1,,13,3.0,2,part time,1,2.0,2,4.0,2,,2,2,1988,23760.0,yes
1010,56,No,non_travel,1973.98,,4,4,,4,female,246.75,3,5, manager ,1,divorced,15943.72,41453.67,4,no,13,3.0,4,full time,1,28.0,2,3.0,5,,4,2,1967,191324.62,yes
1011,45,No,non_travel,290.04, research & development ,7,3,medical,1,female,,3,1, research scientist ,3,,2342.59,6090.75,4,yes,19,3.0,3,part time,1,,2,,3,,0,2,1978,28111.13,yes
1012,20,No,travel_rarely,290.04,,3,3,,1,male,,2,1, laboratory technician ,3,single,2342.59,6090.75,1,,12,3.0,1,part time,0,2.0,2,2.0,2,,1,2,2003,28111.13,yes
1013,50,No,travel_frequently,1582.77,,2,3,,4,female,,3,4, manager ,1,,12783.92,33238.2,2,no,22,4.0,3,full time,1,,3,,2,,2,2,1973,153407.07,yes
1014,46,No,non_travel,1968.67,,15,2,life sciences,4,male,,3,5, research director ,2,,,41342.17,5,,11,3.0,1,full time,1,25.0,2,3.0,4,,0,3,1977,190810.0,yes
1015,32,No,non_travel,283.01,,13,3,other,3,female,,2,1, laboratory technician ,2,married,,5943.17,1,no,20,4.0,3,part time,1,2.0,2,3.0,2,,2,2,1991,27430.0,yes
1016,35,No,non_travel,1032.49,,8,2,,3,female,,2,3, sales executive ,4,married,8339.32,21682.23,4,,11,3.0,2,part time,1,16.0,6,2.0,13,,4,12,1988,100071.84,no
1017,29,No,non_travel,387.94,,1,3,life sciences,1,female,48.49,3,1, research scientist ,4,divorced,3133.33,8146.67,1,no,15,3.0,1,full time,3,3.0,5,,3,,1,2,1994,37600.0,yes
1018,21,Yes,travel_frequently,290.04,,10,2,,1,female,,2,1, laboratory technician ,3,,2342.59,6090.75,1,,20,4.0,3,,0,2.0,2,1.0,2,,2,2,2002,,yes
1019,34,No,travel_rarely,468.21,,2,3,marketing,3,female,,3,2, sales executive ,1,,3781.67,9832.33,0,,12,3.0,4,part time,0,4.0,3,3.0,3,,0,2,1989,45380.0,yes
1020,28,No,non_travel,290.04,,1,4,medical,4,male,,3,1, laboratory technician ,3,single,2342.59,6090.75,0,yes,11,3.0,3,part time,0,,2,2.0,4,,0,2,1995,28111.13,no
1021,35,No,travel_rarely,290.04,,6,1,life sciences,3,male,36.25,3,1, research scientist ,3,married,2342.59,6090.75,0,yes,14,,4,part time,0,4.0,3,3.0,3,,2,2,1988,28111.13,no
1022,28,No,travel_frequently,398.98,,2,3,life sciences,4,male,,2,1, laboratory technician ,4,married,,8378.5,1,,12,3.0,2,full time,1,,2,3.0,2,,2,2,1995,38670.0,no
1023,28,No,travel_rarely,214.6,,1,3,technical degree,4,male,26.83,3,1, research scientist ,1,single,1733.33,4506.67,2,,11,3.0,2,part time,0,5.0,2,2.0,3,,1,2,1995,20800.0,no
1024,25,No,non_travel,216.25, research & development ,1,3,medical,4,female,,3,1, research scientist ,2,single,,4541.33,1,,18,3.0,4,part time,0,,3,2.0,2,,2,1,1998,20960.0,no
1025,58,No,non_travel,290.04,,23,4,life sciences,1,male,,3,1, research scientist ,3,,2342.59,6090.75,1,,12,3.0,4,part time,2,,3,3.0,2,,2,2,1965,28111.13,yes
1026,39,Yes,non_travel,402.79,,23,3,medical,3,male,,3,1, research scientist ,1,single,3253.33,8458.67,0,,13,3.0,1,full time,0,6.0,2,3.0,5,,0,3,1984,39040.0,no
1027,30,No,travel_rarely,477.39,,6,3,technical degree,1,female,,2,2, laboratory technician ,4,married,3855.83,10025.17,0,no,12,3.0,1,,1,10.0,6,3.0,9,,6,7,1993,46270.0,yes
1028,50,No,non_travel,1582.77,,46,3,life sciences,46,female,,3,4, research director ,1,married,12783.92,33238.2,4,,11,3.0,2,full time,0,,2,,3,,1,2,1973,153407.07,yes
1029,41,No,non_travel,556.26,,10,2,medical,3,male,69.53,1,2, sales executive ,2,single,,11681.39,1,no,13,3.0,1,part time,0,19.0,4,3.0,19,,11,9,1982,53914.11,yes
1030,31,Yes,non_travel,237.51,,1,3,,4,female,,3,1, sales representative ,2,,1918.33,4987.67,1,yes,11,3.0,1,part time,0,,2,4.0,3,,2,2,1992,23020.0,no
1031,44,Yes,non_travel,290.04,,3,3,life sciences,1,male,,3,1, laboratory technician ,1,,2342.59,6090.75,4,no,12,,3,,0,10.0,4,4.0,3,,1,2,1979,,yes
1032,40,No,non_travel,290.04, research & development ,16,2,,3,male,,3,1, research scientist ,3,divorced,2342.59,6090.75,9,no,16,3.0,2,,1,6.0,0,3.0,4,,0,0,1983,,yes
1033,25,No,travel_rarely,290.04, research & development ,19,1,medical,4,male,,3,1, laboratory technician ,4,married,2342.59,6090.75,3,,11,3.0,3,part time,3,,6,2.0,3,,1,2,1998,28111.13,no
1034,40,No,travel_rarely,290.04,,1,4,life sciences,2,male,36.25,3,1, laboratory technician ,2,,2342.59,6090.75,3,no,22,4.0,3,part time,1,7.0,3,3.0,4,,0,3,1983,28111.13,yes
1035,51,No,travel_rarely,1582.77,,11,2,technical degree,4,female,,2,4, manufacturing director ,2,,12783.92,33238.2,3,no,16,3.0,2,full time,0,,1,2.0,5,,0,3,1972,153407.07,yes
1036,27,No,travel_frequently,523.2,,2,1,life sciences,4,male,65.4,1,2, sales executive ,4,single,,10987.17,3,no,20,4.0,2,part time,0,,3,3.0,6,,0,0,1996,50710.0,no
1037,35,Yes,non_travel,556.26,,18,4,marketing,4,female,,3,2, sales executive ,3,married,4492.84,11681.39,0,,18,3.0,3,part time,1,5.0,0,2.0,4,,3,2,1988,53914.11,yes
1038,38,No,non_travel,290.04,,7,3,,4,male,36.25,4,1, research scientist ,3,divorced,2342.59,6090.75,1,no,11,3.0,4,part time,3,4.0,2,3.0,4,,0,3,1985,28111.13,yes
1039,31,Yes,non_travel,556.26,,22,4,,4,male,,3,2, manufacturing director ,3,married,,11681.39,1,,15,3.0,4,part time,2,10.0,3,2.0,10,,6,7,1992,53914.11,yes
1040,51,No,non_travel,1093.24,,2,3,,2,male,,3,3, sales executive ,2,,8830.0,22958.0,2,,11,3.0,2,,0,14.0,5,3.0,4,,3,2,1972,,yes
1041,41,No,non_travel,564.06,,22,3,,4,female,70.51,3,2, research scientist ,4,,4555.83,11845.17,3,,14,3.0,1,full time,2,12.0,4,2.0,6,,3,3,1982,54670.0,no
1042,32,No,non_travel,556.26,,2,1,marketing,3,male,,3,2, sales executive ,2,married,,11681.39,0,yes,13,3.0,1,part time,3,4.0,3,2.0,3,,1,2,1991,53914.11,yes
1043,25,No,travel_rarely,556.26,,18,1,life sciences,1,male,,4,2, sales executive ,3,married,4492.84,11681.39,2,no,11,3.0,2,,0,6.0,3,2.0,3,,1,2,1998,,no
1044,27,No,non_travel,595.21,,10,3,marketing,4,female,74.4,2,2, sales executive ,4,married,4807.5,12499.5,1,yes,11,3.0,4,full time,0,,3,3.0,6,2.0,4,4,1996,57690.0,yes
1045,27,Yes,travel_rarely,247.0,,22,4,life sciences,4,female,,3,1, research scientist ,3,single,1995.0,5187.0,1,yes,13,,4,part time,0,8.0,2,3.0,8,,7,7,1996,23940.0,yes
1046,37,No,non_travel,374.42,,11,3,medical,1,female,,3,1, laboratory technician ,3,single,,7862.83,4,no,18,3.0,1,full time,0,8.0,6,3.0,3,,0,2,1986,36290.0,yes
1047,35,No,travel_frequently,965.92,,18,2,life sciences,3,male,,3,3, manufacturing director ,4,,,20284.33,2,no,11,3.0,3,part time,0,10.0,2,3.0,2,,2,2,1988,93620.0,yes
1048,25,No,non_travel,333.15,,1,3,,1,male,,3,1, laboratory technician ,4,,2690.83,6996.17,4,no,11,3.0,2,full time,1,7.0,2,2.0,3,,0,2,1998,32290.0,yes
1049,30,No,non_travel,556.26,,7,4,marketing,4,female,,3,2, sales executive ,1,divorced,,11681.39,7,no,14,3.0,2,part time,2,,3,3.0,3,,0,2,1993,53914.11,yes
1050,31,No,non_travel,1694.33, research & development ,8,5,life sciences,1,female,,3,4, research director ,2,,13685.0,35581.0,3,no,11,3.0,3,full time,0,,3,4.0,3,,1,0,1992,164220.0,yes
1051,36,No,non_travel,582.63,,16,4,marketing,3,female,,2,2, sales executive ,1,,4705.83,12235.17,4,no,13,3.0,1,,2,11.0,3,2.0,3,,0,2,1987,,no
1052,25,Yes,travel_rarely,453.97,,9,2,,1,male,,2,1, sales representative ,1,,,9533.33,3,no,12,3.0,1,full time,0,6.0,2,3.0,3,,2,2,1998,44000.0,yes
1053,56,No,non_travel,213.16,,1,2,life sciences,1,female,,3,1, research scientist ,1,,1721.67,4476.33,2,,22,4.0,4,part time,1,5.0,3,4.0,3,,1,0,1967,20660.0,yes
1054,41,No,non_travel,290.04,,5,5,medical,2,male,36.25,4,1, research scientist ,3,,2342.59,6090.75,2,,12,3.0,1,part time,0,7.0,5,,4,,0,3,1982,28111.13,yes
1055,31,No,travel_rarely,290.04,,8,2,,4,female,,4,1, human resources ,2,,,6090.75,9,no,18,,4,part time,0,8.0,3,3.0,3,,0,2,1992,28111.13,yes
1056,31,Yes,travel_frequently,290.04, research & development ,2,3,life sciences,2,male,,3,1, laboratory technician ,4,,,6090.75,6,,13,3.0,3,part time,1,7.0,2,1.0,2,2.0,2,2,1992,28111.13,yes
1057,48,No,non_travel,566.02, sales ,7,3,marketing,3,male,,3,2, sales executive ,1,divorced,4571.67,11886.33,4,no,11,3.0,1,,3,,3,3.0,2,,2,2,1975,,no
1058,34,Yes,non_travel,290.04,,9,4,,1,female,,3,1, human resources ,3,married,2342.59,6090.75,1,no,15,3.0,4,,0,2.0,0,3.0,2,,2,2,1989,,no
1059,44,No,non_travel,326.24,,5,3,life sciences,3,male,,2,1, laboratory technician ,3,single,2635.0,6851.0,3,,14,3.0,4,,0,7.0,5,3.0,5,,0,3,1979,,no
1060,49,No,travel_rarely,686.21, research & development ,5,4,,1,male,,3,2, healthcare representative ,3,married,5542.5,14410.5,2,no,14,,2,full time,1,20.0,0,2.0,3,,1,2,1974,66510.0,yes
1061,44,No,non_travel,352.86,,20,3,life sciences,4,male,44.11,3,1, research scientist ,2,,2850.0,7410.0,1,,13,3.0,3,full time,0,6.0,3,2.0,5,,1,3,1979,34200.0,no
1062,28,Yes,non_travel,300.13,,1,3,,1,male,,3,1, sales representative ,3,married,2424.17,6302.83,3,,15,3.0,4,full time,1,5.0,3,4.0,3,,1,2,1995,29090.0,no
1063,44,No,travel_frequently,1032.49, research & development ,2,1,,2,male,,3,3, manufacturing director ,3,single,8339.32,21682.23,5,,18,,2,,0,16.0,2,2.0,2,,2,2,1979,,yes
1064,55,No,travel_rarely,556.26,,4,4,life sciences,4,male,,3,2, healthcare representative ,3,married,4492.84,11681.39,0,,16,3.0,2,part time,0,4.0,2,3.0,3,,1,2,1968,53914.11,yes
1065,28,No,travel_frequently,505.35,,7,3,life sciences,3,male,,3,2, sales executive ,1,single,4081.67,10612.33,0,,14,3.0,4,part time,0,5.0,5,3.0,4,,1,3,1995,48980.0,yes
1066,49,No,travel_rarely,556.26,,45,2,medical,45,female,69.53,2,2, laboratory technician ,1,married,,11681.39,4,,25,4.0,1,part time,1,10.0,3,3.0,3,,1,2,1974,53914.11,yes
1067,29,No,travel_frequently,328.1,,2,1,life sciences,4,female,41.01,3,1, laboratory technician ,2,,2650.0,6890.0,0,no,13,3.0,3,full time,3,,3,3.0,3,,0,2,1994,31800.0,no
1068,32,No,non_travel,1160.1,,10,3,,3,male,145.01,3,3, manager ,4,,,24362.0,2,,25,,2,full time,0,10.0,5,4.0,5,,0,0,1991,112440.0,yes
1069,31,Yes,travel_frequently,290.04,,3,3,life sciences,4,female,36.25,3,1, research scientist ,3,,,6090.75,1,no,12,3.0,1,part time,0,7.0,2,,7,,7,7,1992,28111.13,yes
1070,40,No,non_travel,419.82,,43,2,life sciences,4,male,,3,2, healthcare representative ,4,divorced,3390.83,8816.17,3,,18,3.0,3,,0,8.0,2,3.0,2,,2,2,1983,,no
1071,36,No,travel_rarely,290.04,,2,4,life sciences,3,male,,3,1, sales representative ,4,,2342.59,6090.75,3,yes,21,4.0,4,part time,0,7.0,3,2.0,3,,1,2,1987,28111.13,no
1072,33,No,non_travel,659.49,,8,4,life sciences,1,male,82.44,3,2, sales executive ,1,,5326.67,13849.33,2,no,13,3.0,4,full time,1,,6,1.0,2,,2,2,1990,63920.0,no
1073,30,No,non_travel,1032.49, sales ,14,4,,14,male,,3,3, sales executive ,2,married,8339.32,21682.23,3,,12,3.0,2,,1,9.0,3,3.0,4,,1,3,1993,,yes
1074,38,Yes,travel_rarely,500.91,,2,3,medical,3,male,,3,2, manufacturing director ,2,married,4045.83,10519.17,4,,11,3.0,1,,2,,2,3.0,5,,1,4,1985,,no
1075,48,No,travel_rarely,290.04, research & development ,15,4,,3,female,,3,1, research scientist ,1,married,2342.59,6090.75,8,,12,3.0,4,part time,1,,3,2.0,8,,7,6,1975,28111.13,yes
1076,34,No,non_travel,556.26, research & development ,1,4,,2,male,,3,2, research scientist ,4,,4492.84,11681.39,9,no,17,3.0,2,part time,1,,3,2.0,2,,2,1,1989,53914.11,yes
1077,38,No,travel_rarely,556.26,,16,3,life sciences,2,female,,3,2, sales executive ,2,single,4492.84,11681.39,2,no,12,3.0,2,part time,0,8.0,5,4.0,3,,1,2,1985,53914.11,no
1078,35,No,travel_rarely,556.26,,10,4,,1,female,69.53,3,2, healthcare representative ,3,single,4492.84,11681.39,3,yes,16,3.0,3,part time,0,,4,3.0,5,,0,4,1988,53914.11,yes
1079,23,No,non_travel,290.04,,10,3,,4,male,,4,1, research scientist ,3,married,2342.59,6090.75,2,no,16,3.0,4,,1,4.0,2,3.0,2,,2,2,2000,,yes
1080,36,No,non_travel,556.26,,6,4,,1,male,,4,2, laboratory technician ,1,,,11681.39,3,yes,13,3.0,4,part time,1,9.0,3,3.0,3,,0,2,1987,53914.11,no
1081,34,No,travel_frequently,556.26,,36,4,,36,male,69.53,2,2, healthcare representative ,3,,,11681.39,1,no,14,3.0,2,part time,1,8.0,3,2.0,8,,7,7,1989,53914.11,no
1082,22,No,non_travel,290.04,,26,2,other,2,female,,2,1, research scientist ,3,married,2342.59,6090.75,1,,14,,2,,0,4.0,2,2.0,4,,1,3,2001,,yes
1083,32,No,non_travel,341.71,,5,4,,2,female,42.71,4,1, research scientist ,4,married,2760.0,7176.0,3,no,17,3.0,4,full time,2,6.0,3,3.0,3,,0,2,1991,33120.0,yes
1084,31,No,travel_frequently,556.26,,2,4,,4,male,,3,2, sales executive ,1,single,4492.84,11681.39,7,,13,3.0,4,,0,,3,3.0,5,,0,3,1992,,no
1085,36,No,travel_rarely,556.26,,12,4,life sciences,3,female,,3,2, manufacturing director ,3,married,4492.84,11681.39,9,yes,12,3.0,2,part time,2,7.0,2,3.0,3,,1,1,1987,53914.11,yes
